,address,advantage,city,company_name,education,industry,industryLables,label,position_detail,position_name,salary,size,stage,work_year
10,['张江'],外资top电商公司 平台大 发展前景好,上海,韩领网络科技（上海）有限公司,本科,"移动互联网,O2O","['电商', 'Hadoop', 'NLP', 'Java', '算法']","['年底双薪', '技能培训', '绩效奖金', '年度旅游']","
职位描述：

资深机器学习工程师
[Catalog Quality] Principal Software Engineer
at Coupang
Shanghai
Coupang is one of the largest and fastest growing e-commerce platforms on the planet. We are on a mission to revolutionize everyday lives for our customers, employees and partners. We solve problems no one has solved before to create a world where people ask, “How did we ever live without Coupang?” Coupang is a global company with offices in Beijing, Los Angeles, Seattle, Seoul, Shanghai, and Silicon Valley.
Job Overview: 
我们致力于为客户创造最好的电商体验。通过对过亿级别的商品目录自动检测，按照结构化的方式识别、丰富商品目录，打造最优用户购物体验。我们会使用机器学习，自动识别商品缺失信息，检测不准确信息并予以自动修复。通过打造高效的工作流，在必要阶段，为人工干预部分商品目录信息提供便利。

每天，我们的系统会自动解决Coupang各个商品品类的问题，从手机壳到时尚用品。我们的系统会使用各个数据来源，比如目录，产品浏览，商品反馈等，来持续提升商品目录质量。

希望您的加入，能够帮助我们建立技术标准，推动技术架构方案和工程实践。您将会迎接在商品信息识别、收集，机器学习(decision tree, NLP, neural network etc)等多方面最有趣和挑战性的问题(如何发现重复商品，如何正确识别商品属性，如何整体提高商品信息质量，帮助卖家管理高质量信息商品，帮助搜索提高搜索质量，提高转化率等)；也会帮助Coupang catalog迎接大数据量和搭建机器学习平台的挑战。您将会和产品经理紧密合作，定义未来的产品目录。您也将会研究并打造高质量商品目录架构。在设计和搭建系统时，您需要提出设计方案，确保系统能在长期方向上能够平缓演进,不会因为设计而导致瓶颈，对客户不断带来价值。
Key Responsibilities: 
• Tech expert for agile team throughout the software development lifecycle
• Works cross-functionally with product owners, data scientists to drive and implement enhancements or new initiatives
• Main contributor for making decision for system architecture, promote catalog system to higher level.
• Conduct design and code review to ensure compliance with standards
• Possess expert knowledge in performance, scalability, availability, enterprise architecture and engineering best practices
• Share best practices and improve processes within or across agile teams, mentor junior developers
• Exert technical influence over multiple teams, increasing their productivity and effectiveness by sharing your deep knowledge and experience.
Basic Qualifications: 
• Bachelor or above degree in Computer Science or equivalent
• 8+ years of software engineering experience and best practices in Java or other high-level language.
• 4+ years of experience leading large-scale projects.
• 3+ years of experience in machine learning project, and successfully improved key business metrics using ML
• Master one of the deep learning framework – tensorflow, keras, torch etc.
• Experience with massive data processing techniques (EMR/Hadoop/Spark, Storm etc.)
• Experiences with hive, python, scala etc
• Good communication skills with English

",资深机器学习工程师,30k-60k,150-500人,不需要融资,5-10年
11,"['中关村', '苏州街', '人民大学']","高薪资,上升空间,核心业务,快速发展",北京,上海任意门科技有限公司,硕士,"社交网络,文化娱乐","['大数据', '机器学习', '算法']","['外企氛围', '年轻活力娱乐', '有才华的团队', '技术导向']","
职位描述：

机器学习算法工程师(校招）
职位描述：
基于机器学习，优化Soul推荐模型，提升用户体验。
在Soul，你将在算法、工程、产品上得到全方位的锻炼。
职位要求：
熟练掌握至少一门主流语言 C++/JAVA/PYTHON 等
优秀的编码能力、良好的编程风格、扎实的数据结构和算法功底
熟悉 TensorFlow 深度学习编程框架，了解底层架构和实现机制
了解常用的机器学习学习算法（FM/FFM/DNN等）
具有独立解决问题的能力，良好的团队合作意识和沟通能力
加分项 :
有机器学习/数据挖掘相关实际经验
ACM/ICPC，Kaggle 等比赛获奖者
有高并发系统设计与实现经验

工作地点：中关村
工作时间：一周至少4天
薪资：400-500元/天

",机器学习算法工程师（校招）,8k-12k,150-500人,C轮,应届毕业生
12,['张江'],"移动金融,未来金矿,精英团队,助力成长",上海,上海数禾信息科技有限公司,本科,"移动互联网,金融","['移动互联网', '数据挖掘', '算法']","['股票期权', '通讯津贴', '交通补助', '午餐补助']","
职位描述：

工作职责：
 
1.带领数据团队分析和挖掘业务需求，应用统计学，数据挖掘，机器学习等领域的成熟技术建立模型，解决互金领域场景的实际问题。
2.对算法模型进行持续测试，评估，分析，调优工作。
3.带领工程团队，完善公司内部机器学习工程化平台，为业务部门的模型团队，提供底层的平台化服务。
4.与学术界保持联系，跟踪相关领域的最新进展，推动把新进的理念及成熟的技术引用于实际业务场景之中。
 
任职要求：

1.五年以上机器学习或算法相关工作经验，能够结合业务创新性的提出解决方案，能独立完成项目。
2.有较高的数据敏感度和数据分析能力，熟悉机器学习，数据挖掘及相关领域的理论和技术。
3.扎实的编程基础，至少精通一门编程语言，熟悉Hadoop、Spark等为佳，熟悉tensorflow、pytorch、MXNet等为加分项。
4.在互联网金融风控反欺诈、C端营销获客、用户经营等领域有丰富经验者优先；
5.具备强烈的责任心，优秀的沟通能力和执行能力。

",机器学习专家,30k-60k,500-2000人,B轮,5-10年
13,,"全额公积金,自助午餐,高新技术,大牛领导",北京,北京闪银奇异科技有限公司,本科,"移动互联网,金融","['大数据', '互联网金融', '算法', '数据挖掘', '数据处理']","['13~15薪', '晋升空间大', '定期体检', '能力定薪']","
职位描述：

岗位内容:
1、用户行为数据挖掘与特征研究，基于业务场景及海量行为数据发现客户行为规律，识别业务风险问题；
2、对于互联网海量业务数据的进行大规模特征提取和分析挖掘；
3、提供高可靠的特征工程，保证高可靠的线下模型训练和线上模型打分。
4、基于客户风险和海量行为数据，设计并开发实现风控打分卡。

任职要求
1、统招本科及以上学历，2年及以上大数据处理，机器学习相关工作经验；
2、精通spark，熟悉hadoop生态常用技术；
3、熟悉Java/Scala/Python至少一门编程, 掌握面向对象编程思想和常见的设计模式；
4、对算法和数据结构有深刻的理解, 编码能力扎实；
5、熟练使用hive、sparkSQL、hbase
6、对分布式机器学习平台感兴趣者优先；
7、思路清晰，主动性强，有很强的自我驱动能力

",机器学习,20k-35k,500-2000人,D轮及以上,1-3年
14,['西溪'],五险一金 双休 下午茶 每年体检,杭州,杭州蜂融网络科技有限公司,大专,"移动互联网,金融",[],"['股票期权', '午餐补助', '专项奖金', '弹性工作']","
职位描述：

        1.利用机器学习技术，从事推荐系统研发（金融行业）； 
2.负责推荐系统的排序、分类等模型算法的离线训练、在线算法设计工作
3. 负责各类推荐算法的有效性测试、上线部署、迭代优化、以及上线后算法效果跟踪、更新维护工作
4.深入理解业务以及机器学习、数据挖掘技术，持续提升推荐效果 【任资资格】：
1.2年以上个性化推荐算法相关经验，有相关推荐算法开发工作经验者优先；
2.具备比较优秀的编码能力，能熟掌握 JAVA、Python 、SQL等 语言，熟悉HIVESQL\Hadoop\Spark等大数据开发环境者优先；
3.掌握常规数据处理、数据清洗等技能，熟悉机器学习、自然语言处理、深度学习、统计学中一项或多项；
4.对广告推荐系统、CTR预估相关技术有经验者优先；
5.优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。 
        
",机器学习,25k-50k,150-500人,A轮,3-5年
15,,公司氛围好 福利补贴多 行业前景佳！,上海,华院数据技术（上海）有限公司,硕士,"企业服务,数据服务","['企业服务', '大数据', '机器学习', '人工智能', '深度学习', 'NLP']","['带薪年假', '绩效奖金', '定期体检', '通讯津贴']","
职位描述：


岗位职责:1.负责实体识别、关键字抽取、文本分类、智能问答、时间抽取、情感分析、事件关联等自然语言处理相关算法设计和优化2.负责知识提取、实体链结、实体融合、知识推理、语义搜索等知识图谱系统的构建和优化

任职资格:1. 计算机、数学或相关专业，硕士或以上学历2. 自然语言处理/机器学习相关项目2年或以上工作经验3. 熟练掌握一门脚本语言，如python或者java4. 对中文分词、词性标注、实体识别、语义搜索、智能问答等某一研究领域有较深的研究有以下经验者优先考虑：1. 精通C/C++，能够编写高质量代码 2. 图像、语音等机器学习相关项目经验3. 对对话系统、聊天机器人、翻译系统等原理有一定了解

",机器学习工程师/NLP方向,15k-30k,150-500人,C轮,1-3年
16,"['酒仙桥', '大山子', '将台路']","核心团队,六险一金,免费三餐,班车",北京,奇虎360科技有限公司,本科,"移动互联网,游戏",[],[],"
职位描述：

工作职责：
1、大规模数据挖据/分析，从海量数据中精准定位用户需求，改进搜索相关性
2、负责深度语义模型、点击模型、需求识别等核心技术改进与研发
 
职位要求：
1、熟悉Shell/Python等至少一种脚本语言，掌握C/C++
2、熟悉常用机器学习/深度学习模型，有相关项目实践经验
3、具备优秀的分析问题和解决问题能力，对解决挑战性技术难题充满热情
4、具有良好的沟通能力和良好的团队合作精神
5、具备搜索/文本挖掘/用户行为分析/hadoop大规模数据处理等相关领域研发经验者优先

",机器学习/深度学习高级工程师,25k-35k,2000人以上,上市公司,3-5年
17,"['塘桥', '花木', '陆家嘴']","扁平化,弹性制",上海,上海秦苍信息科技有限公司,硕士,移动互联网、金融,[],"['美式企业文化', '节日礼物', '股票期权', '岗位晋升']",null,机器学习（风控）,15k-30k,500-2000人,C轮,不限
18,"['中关村', '知春路', '苏州街']","大牛,人性化管理,靠谱团队,技术氛围好",北京,北京深睿博联科技有限责任公司,硕士,"移动互联网,医疗健康","['医疗健康', '机器学习', '深度学习', '计算机视觉', '算法']","['股票期权', '年底双薪', '定期体检', '弹性工作']","
职位描述：

研究深度学习（包括各种神经网络结构与应用）或计算机视觉各个领域（目标检测识别等）中核心算法

将上述核心算法和模型应用到医疗领域的现实场景中，并针对应用场景进行优化和定制等

将算法高效地实现到多种不同平台和框架上，并基于对平台和框架的内部机制的理解，持续对算法和模型实现进行优化

支持公司在医疗领域相关应用产品的研究、开发、文档撰写工作；

岗位要求：

机器学习/模式识别及其他相关领域硕士及以上学历，在深度学习领域有较深的理论或实验室研究经验

良好的算法基础，扎实的编程功底，有较大型项目的开发经验

能够熟练使用OpenCV，精通C/C++，Python,golang等，熟悉Linux开发环境

善于解决和分析问题，富有想象力和学习能力，良好的团队合作精神，有创造性思维，有推进人工智能的理想和使命感。

有以下经验者优先：

具有常用的CNN/RNN模型之外深度学习相关经验，熟悉常用的深度学习软件（如caffe，pytorch等）

在相关方向知名国际会议发表过论文（如CVPR，ICCV，ECCV，NIPS，ICLR，TPAMI等）

参加过国际国内算法类竞赛，并取得一定名次者

",深度/机器学习,25k-50k,150-500人,B轮,不限
19,"['西二旗', '西北旺', '上地']",年底双薪，带薪年假，专人培养，技术氛围好,北京,百度在线网络技术（北京）有限公司,本科,"移动互联网,数据服务",[],"['股票期权', '弹性工作', '五险一金', '免费班车']","
职位描述：

【工作职责】
  -理解用户需求，负责百度Feed流推荐算法的改进，应用于每天数亿用户的个性化资讯推荐系统和业务中
  -研究数据挖掘或统计学习领域的前沿技术,并用于实际问题的解决和优化
  -大规模机器学习算法研究及并行化实现,为各种大规模机器学习应用研发核心技术
  -通过对数据的敏锐洞察,深入挖掘产品潜在价值和需求,进而提供更有价值的产品和服务,通过技术创新推动产     品成长
  -构建基于用户行为和喜好的内容推荐、协同过滤和场景引擎
 【职位要求】
  -热爱互联网，对技术研究和应用抱有浓厚的兴趣，有强烈的上进心和求知欲，善于学习和运用新知识
  -具有以下一个或多个领域的理论背景和实践经验：机器学习/数据挖掘/深度学习/信息检索/自然语言处理/机  制设计/博弈论
  -至少精通一门编程语言，熟悉网络编程、多线程、分布式编程技术，对数据结构和算法设计有较为深刻的理解
  -良好的逻辑思维能力，对数据敏感，能够发现关键数据、抓住核心问题
  -较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识
  具有以下条件者优先：
  -熟悉海量数据处理、最优化算法、分布式计算或高性能并行计算，有相关项目经验

",机器学习/数据挖掘工程师,15k-30k,2000人以上,不需要融资,1-3年
20,,阿里系平台 发展前景广阔,上海,千寻位置网络有限公司,本科,移动互联网,[],"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",null,机器学习／深度学习,18k-35k,150-500人,不需要融资,3-5年
21,,"新零售,平台大,技术氛围好,大牛多",武汉,武汉今天梦想商贸有限公司,本科,生活服务,[],"['带薪年假', '缴纳社保', '员工旅游', '股票期权']","
职位描述：

岗位职责：1.负责从事机器学习框架搭建，建立较完整的机器学习系统流程；2.结合实际应用场景，提供技术解决方案；3.结合实际应用场景抽取数据样本、特征处理、训练和预测以及回收并评估预测效果；任职要求：1、本科及以上学历，计算机或者数学等相关专业学历，在机器学习，数据挖掘，统计学理论等领域有一定积累。学习能力较强；1、熟练掌握常用的大数据分析方法；2、熟练使用SQL；熟练使用一种或多种通用编程语言，包括但不限于：Java 或 Python；3、有扎实的代码功底，有较大型项目系统设计经验和研发经验；4、熟悉大数据分析平台Hadoop、Spark、Hive、HBase等基本原理，有实际的项目开发和应用经验；5、熟练掌握机器学习和模式识别（包括但不限于随机森林、GBDT、SVM、LR等）的算法原理和基础理论，并有实际项目的模型开发、应用和优化经验；6、熟练掌握常用机器学习库 如scikit-learn ，以及常用的机器学习框架如 spark mllib、xgboost等。

",机器学习/数据挖掘研发工程师,15k-30k,500-2000人,B轮,3-5年
22,"['望京', '来广营', '花家地']","前景广阔,五险一金,节日福利,上升空间大",北京,天合泽泰（厦门）征信服务有限公司,本科,"企业服务,数据服务",[],"['带薪年假', '专项奖金', '交通补助', '技能培训']","
职位描述：

工作职责
·深入理解业务需求，进行机器学习/计算机视觉算法的研发，包括但不限于：图像分类、变化检测、图像/视频语义分割、视频语义理解、SLAM、3D视觉等； 
·机器学习/计算机视觉前沿算法跟进与研发； 
·机器学习/计算机视觉算法在实际应用领域的性能优化。 

任职要求
·熟练掌握C/C++、Python等编程语言； 
·熟悉GDAL、OpenCV，以及图像处理基本方法； 
·熟悉深度学习基础知识和经典网络模型，熟练使用至少一种深度学习工具，如Caffe、Mxnet、TensorFlow、PyTorch、PaddlePaddle等； 
·具有较强算法实现能力，同方向5项目经验，学术比赛经验以及发表过顶会论文者优先。 

其他要求
·具有较强的业务理解和解决问题的能力； 
·良好的沟通和团队协作能力，英文流利者优先； 
·个人及工作职业操守诚信记录良好； 
·坚定并坚持，具有创新思维和开放心态，具有足够的抗压力和自我驱动力，并具备迎接挑战的能力。 

",机器学习/计算机视觉算法工程师,15k-30k,15-50人,A轮,1-3年
23,['四季青'],七险一金、有食堂、发展前景好,北京,亿阳信通股份有限公司北京分公司,硕士,"移动互联网,数据服务",[],"['技能培训', '节日礼物', '专项奖金', '带薪年假']",null,机器学习/深度学习算法工程师,20k-40k,2000人以上,上市公司,3-5年
24,,"股票期权,弹性工作,高并发系统,行业独角",北京,北京奇安信科技有限公司,本科,"电子商务,企业服务","['移动互联网', '大数据', '机器学习', '深度学习', '推荐', '搜索']","['年底双薪', '带薪年假', '午餐补助', '定期体检']",null,机器学习&amp;深度学习研发人员,30k-60k,2000人以上,不需要融资,3-5年
25,"['西兴', '长河']","五险一金,带薪年假,假日福利 国内外旅游",杭州,杭州安恒信息技术股份有限公司,本科,"信息安全 ,数据服务","['信息安全', '算法', '数据挖掘']","['年终分红', '股票期权', '绩效奖金', '五险一金']",null,机器学习/数据挖掘工程师,18k-25k,500-2000人,D轮及以上,3-5年
26,"['大望路', '双井']",算法,北京,高德软件有限公司,本科,移动互联网,[],"['弹性工作', '帅哥多', '美女多', '五险一金']",null,机器学习专家/高级工程师（在线导航）,30k-60k,2000人以上,上市公司,不限
27,,"五险一金,免费午餐,期权股权,住房补贴",武汉,武汉心络科技有限公司,硕士,医疗健康 数据服务,[],"['股票期权', '专项奖金', '交通补助', '通讯津贴']","
职位描述：

职位描述：
负责医疗影像数据分析，开发让医疗更智能的计算机视觉算法和产品。

职位要求：
1. 本科以上学历，2年以上工作经历，熟悉分布式系统开发，理解大数据常用组件原理；
2. 扎实的图像分析和模式识别理论基础，精通目标检测、跟踪、识别等常见的计算机视觉处理任务；从事过图像类识别、检测等相关项目。
3. 熟悉深度学习原理和基本模型，熟练使用Caffee、Theano、Tensorflow或其他常用深度学习工具，并能够灵活的解决实际问题。
4. 扎实的数学基础，精通常见的几何、统计学等，并熟悉这些技术在图像识别领域中的应用；
5. 熟悉高性能运算加速工具如Neon以及GPGPU技术如GLES、CUDA和OpenCL等。

【福利待遇】
1.   入职五险一金，住房、交通等各类补贴，免费午餐加班餐。
2.   弹性工作时间，双休法定节假日；
3.   入职体检，定期组织员工活动、聚餐等；
4.   培养人才不含糊，我们重视每一位小伙伴的职业发展规划；
5.   薪资待遇不含糊，看学历更看能力；
6.   重视关键人才不含糊，股份/期权等着你。

",机器学习/计算机视觉,15k-30k,50-150人,未融资,3-5年
