,address,advantage,city,company_name,education,industry,industryLables,label,position_detail,position_name,salary,size,stage,work_year
120,['仓前'],技术大牛多 行业发展快 五险一金,杭州,同盾科技有限公司,不限,"信息安全,数据服务","['电商', '广告营销', '机器学习']","['技能培训', '股票期权', '绩效奖金', '岗位晋升']","
职位描述：

岗位职责1、机器学习平台研发，工程化设计，框架封装、开发、调优2、业务需求分析，模型分析、调试和优化
任职要求1.  5年以上工作经验，其中3年以上机器学习项目经验，数据挖掘或数学背景为佳；        2.  熟悉机器学习整个研发流程，对常用机器学习算法、特征工程、训练理解深刻；        3.  深刻理解常用机器学习算法（分类，聚类，回归，预测），及适用场景；        4.  熟练运用 Python/C++/Java 等进行算法实现；熟练运用 sklearn 等机器学习框架；能从算法和系统上进行调优；        5.  有电商、广告、金融、电信等行业机器学习项目研发经验，如广告预测、反欺诈、营销预测等；        6.  有一定业务分析能力，良好的框架思维和模型抽象能力； 加分项：        1. 有Haddop，Spark等大数据环境开发或机器学习实践经验优先；        2. 机器学习相关竞赛获奖，或开源项目经验者优先；

",机器学习资深工程师-杭州-00240,20k-40k,500-2000人,C轮,3-5年
121,"['清河', '西三旗', '上地']",五险一金、弹性工作、双休、团队氛围好,北京,北京小米科技有限责任公司,硕士,移动互联网,[],"['快速成长', '免费班车', '扁平管理', '技能培训']","
职位描述：

岗位职责：
1、负责NLP Tagging/Parsing解决方案构建；
2、负责NLP底层机器学习和深度学习解决方案构建；
3、负责NLP解决方案和业务场景的对接；
4、负责NLP前沿技术探索和落地。

要求：
1、计算机相关专业，本科以上学历；
2、掌握NLP，机器学习或深度学习基本理论知识；
3、扎实的数据结构和算法功底，编程竞赛获奖者及开源社区贡献者优先；
4、具有良好的分析问题和解决问题能力，在NLP相关顶级会议或者刊物发表论文者优先。

",算法工程师-小爱-自然语言处理/机器学习,25k-50k,2000人以上,D轮及以上,不限
122,,上市公司 大牛云集 核心部门,北京,北京三快在线科技有限公司,本科,"移动互联网,O2O",['C/C++'],"['技能培训', '绩效奖金', '岗位晋升', '领导好']","
职位描述：

        美团的使命是“帮大家吃得更好，生活更好”。作为中国领先的生活服务电子商务平台，公司拥有美团、大众点评、美团外卖、美团打车、摩拜单车等消费者熟知的App，服务涵盖餐饮、外卖、打车、共享单车、酒店旅游、电影、休闲娱乐等200多个品类，业务覆盖全国2800个县区市。2018年Q3,美团的总交易金额达1457亿元人民币，同比增加40%。截至2018年9月30日止过去十二个月，美团年度交易用户总数达3.8亿，平台活跃商家总数达550万。
2018年9月20日，美团点评（股票代码：3690.HK）正式在港交所挂牌上市。
当前，美团战略聚焦 Food +Platform，正以“吃”为核心，建设生活服务业从需求侧到供给侧的多层次科技服务平台。与此同时，美团正着力将自己建设成为一家社会企业，希望通过和党政部门、高校及研究院所、主流媒体、公益组织、生态伙伴等的深入合作，构建智慧城市，共创美好生活。

岗位职责：
1 负责大规模机器学习平台/深度学习平台架构设计与深度优化；
2 基于大规模用户行为，以效果为目标，建立并优化推荐系统的基础算法和策略；
3 应用机器学习等尖端技术，针对海量信息建模，挖掘潜在价值；
4 提高内容推荐的相关度、用户体验、投放效果及转化能力。

岗位要求：
1）岗位基本要求：
1 计算机或相关专业本科以上学历；
2 良好的逻辑思维能力和数据敏感度，能够从海量数据中发现有价值的规律；
3 善于交流，有良好的团队合作精神和协调沟通能力，有跨团队的合作经验和意识；
4 熟悉C/C++语言编程，对数据结构和算法设计有较为深刻的理解，面对复杂系统、复杂问题有化繁为简的能力。
2）具备以下者优先：
1 熟悉大规模数据挖掘、机器学习、分布式计算等相关技术，并具备多年的实际工作经验；
2 具备机器学习理论、算法的研究和实践经验；
3 熟悉hadoop，flink, storm，HBase, hive，spark等分布式大数据处理技术优先；
4 有大型互联网相关的推荐、搜索、广告、机器学习等领域的经验者优先。

岗位亮点：
1 立足于机器学习平台，能够深耕机器学习算法方向的技术能力，培养自身在技术深度上的水平；
2 与美团大多数核心业务建立了良好的合作共赢关系，算法覆盖的范围有推荐、搜索、广告等，在技术广度上有较多的选择方向；
3 基于美团海量的用户、商户以及训练数据，策略的探索空间大、挑战大。


",智能-机器学习架构师（C++方向）,30k-45k,2000人以上,上市公司,5-10年
123,,"大公司,大平台,机会多,空间大",北京,互动峰科技（北京）有限公司,本科,医疗健康,[],"['五险一金', '带薪年假', '绩效奖金', '专项奖金']","
职位描述：

工作职责：1. 用机器学习、文本挖掘等技术，对结构化和非结构化数据进行挖掘，发现其潜在关系，指导医疗大数据应用落地；2. 构建通用的分布式环境下机器学习系统，快速支持算法应用；3. 参与文本意图分析，包括文本分类和聚类，拼写纠错，实体识别与消歧，中心词提取，短文本理解等；4. 探索医疗AI领域。工作要求：1. 计算机/通信等相关专业，硕士及以上学历，有较好的理论基础和快速的学习能力；2. 熟练掌握TensorFlow，pyTorch，Caffe，HTS等社区开源工具中的一种及以上；3. 对常用的机器学习/深度学习算法有深入理解，例如：LR/GMM/SVM/CRF/MaxEnt/HMM/NN 等；4. 熟悉 linux 开发环境，掌握至少一门编程语言，如 C++、Python等；5. 有NLP或图像领域的工作或研究经验，搭建过实际线上系统者优先；6. 表达能力强，乐观向上，自我驱动力强，具备敏锐的洞察力和良好的抗压能力。

",机器学习,25k-50k,500-2000人,D轮及以上,不限
124,"['望京', '来广营']","飞速发展,大佬领投,顶级团队,海量数据",北京,北京数美时代科技有限公司,本科,"企业服务,数据服务","['广告营销', '金融', 'NLP', '算法']","['年底双薪', '大数据', '带薪年假', '通讯津贴']","
职位描述：

360、小米、百度等顶级互联网公司联合投资，顶级大数据公司

 岗位职责：
1、基于数美海量数据进行数据建模与分析
2、对海量数据进行feature selection, combination等feature engineering工作 
3、针对海量用户行为数据，构建用户兴趣属性，金融属性画像，欺诈属性等多维度画像 
4、基于海量画像数据，构建金融风控，互联网反作弊，精准营销，垃圾内容等模型和服务

职位要求：
1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；
2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法；
3、编程基础扎实，熟悉算法数据结构，有超过2年以上C++或Python开发经验  
4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；
5、 踏实勤奋，自我驱动  
 

公司福利待遇
有竞争力的薪酬
期权奖励
五险一金+商业保险
午餐+晚餐补助
交通+通讯+电脑补贴
结婚+生育+丧葬+住院礼金
伯乐奖金
年假8天起+带薪病假
年度体检、零食畅享、团队建设、生日会、弹性办公


数美领先的大数据技术、产品与服务提供商
我们正在经历一个IT到DT的变革时代。大数据已经渗透到各个环节，各个角落。
这个世界，就是掩藏在表象之下，被数据所揭示的世界！
数美依托积累的海量数据、科技前沿技术， 极致的工匠精神和对数据的深度理解，提供领先的大数据产品与服务。 
我们正在寻找不平凡的你，和我们一起“发现数据之美”
欢迎投递简历

【关于数美】www.ishumei.com
      数美由百度、小米、360等顶尖互联网公司联合投资的大数据公司，致力于利用人工智能技术和海量数据解决金融、互联网等领域广泛存在的欺诈问题，先后推出了信贷反欺诈、内容反欺诈、行为反欺诈等系列产品，      
     目前已服务数百家客户，覆盖直播、金融、支付、社交、电商、游戏、O2O等行业。其中包括中信银行、360、小米、58同城、爱奇艺、酷狗、用钱宝、点融、挖财、闪银、熊猫TV、花椒、唱吧等知名企业，并与腾讯云、金山云、七牛云等云服务提供商展开深度合作。
    数美的创始人唐会军在搜索、安全、语音识别等大数据领域拥有十余年研发经验，曾历任百度系统技术负责人、360高级技术总监等职位。创始团队均来自百度、360、小米、宜信、FICO等知名互联网公司，数美核心团队是国内最早一批从事大数据平台与应用研发的团队，曾负责过的大数据平台规模居全球前十。国际顶尖反欺诈技术，拥有十余项专利，同时在安全，反作弊、推荐，广告，语音识别等领域有着丰富的大数据成功应用经验。
           www.ishumei.com

",机器学习,20k-40k,150-500人,B轮,1-3年
125,"['外滩', '豫园', '城隍庙']","AI技术,精英团队,扁平管理,弹性工作制",上海,上海氪信信息技术有限公司,硕士,"金融,数据服务","['金融', '机器学习', '深度学习', '建模', '算法']",[],null,机器学习算法工程师,15k-30k,50-150人,B轮,3-5年
126,"['西二旗', '上地', '清河']","风口行业,大牛团队,待遇佳,氛围好",北京,梅卡曼德（北京）机器人科技有限公司,硕士,"企业服务,硬件",[],"['股票期权', '午餐补助', '扁平管理', '技能培训']","
职位描述：

岗位职责
设计并实现机器学习算法，主要是应用于机器视觉。

岗位要求

熟练掌握机器学习基本概念和常用方法
编程和算法基础扎实，熟练掌握C++或Python
能够熟练地阅读英文论文和技术文档，学习能力强
有机器视觉算法研发经验者优先
掌握Caffe/Tensorflow等深度学习框架者优先


",机器学习算法工程师,20k-40k,50-150人,B轮,1-3年
127,"['南方商城', '莘庄', '古美', '梅陇']","5A办公室,公司氛围好,发展空间大",上海,上海阑途信息技术有限公司,本科,移动互联网,[],"['技能培训', '节日礼物', '岗位晋升', '领导好']",null,机器学习算法工程师,20k-30k,2000人以上,D轮及以上,3-5年
128,"['西北旺', '上地', '马连洼']",产品经理 工作氛围好,北京,北京福佑多多信息技术有限公司,本科,O2O,[],"['节日礼物', '年底双薪', '定期体检', '七险一金']","
职位描述：

岗位职责
1. 利用机器学习方法解决物流领域的实际业务问题；
2. 探索深度学习、增强学习、迁移学习等技术在物流业务的应用；
3. 跟踪人工智能前沿技术，在实际业务中尝试应用；
岗位任职条件：
1. 计算机/数学/统计或相关领域学位，硕士及以上学历；
2. 扎实的算法、编程、数理基础，熟练使用Java、Python中的至少一种编程语言；
3. 熟悉常用的机器学习、深度学习算法，有实践经验者优先；
4. 具备大数据处理能力，有分布式环境下数据处理经验者优先；
5. 善于学习，思维活跃，乐于挑战，有良好的沟通表达能力和团队精神；

",机器学习算法工程师,20k-35k,500-2000人,D轮及以上,3-5年
129,"['中关村', '知春路', '苏州街']","领导大牛,团队稳定,待遇优厚",北京,北京弘合柏基金融信息服务有限责任公司,硕士,金融,['金融'],"['岗位晋升', '股票期权', '绩效奖金', '定期体检']","
职位描述：

职位描述：
岗位职责
1.探索机器学习算法在互金中应用
2.从历史数据中提炼出一定规律，为业务方提供可行的策略
3.基于历史数据和专家经验，通过有监督和无监督的方法结合，建立针对现金贷、催收等业务的预测模型，并持续优化；
4.对算法模型提供可解释性
5.追踪行业的前沿技术
任职要求
1.硕士及以上学历
2.在机器学习或统计学习建模领域拥有1年以上实际工作经验；
3.编程基础扎实，有超过1年以上java或Python实际开发经验
4.至少深刻理解分类，聚类，回归算法中某一类，了解常用评估指标
5.具有一定的数据分析能力，对业务和数据敏感
6.有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先

",机器学习算法工程师,18k-36k,2000人以上,不需要融资,3-5年
130,"['望京', '来广营', '花家地']",六险一金，每年两次调薪，年轻化高颜值团队,北京,厦门美柚信息科技有限公司,本科,移动互联网,[],"['绩效奖金', '股票期权', '年底双薪', '专项奖金']","
职位描述：

职位描述：
负责用先进的机器学习技术（GBDT，高斯过程，DNN），为美柚亿级女性用户的数据提供智能服务
1.统招本科以上学历，1年以上工作经验（能力突出者，可放宽要求）
2.强悍的代码能力，熟悉常见的算法和数据结构
3.熟悉常用的机器学习模型，有TensorFlow/Pytorch/Xgboost使用经验
4.有数据挖掘，时间序列预测经验加分
5. 有ACM/ICPC/数学建模/Kaggle竞赛经历加分

",机器学习算法工程师,25k-50k,500-2000人,D轮及以上,不限
131,"['西北旺', '上地', '清河']",五险一金 餐补 交通补助 弹性工作制,北京,第四范式（北京）技术有限公司,本科,移动互联网,[],"['年底双薪', '带薪年假', '午餐补助', '定期体检']","
职位描述：

工作职责1. 使用领先的数据挖掘和机器学习技术提供实际问题的优化方法和解决方案2. 尝试、设计领先的机器学习算法、计算框架，提升机器学习系统执行效率3. 对实际问题进行抽象，设计开发机器学习组件，降低解决方案的实现复杂度4. 持续提升机器学习算法可用性和易用性，降低使用门槛5. 创造更有价值的产品与服务，通过技术创新推动产品提升或客户业务增长
任职要求1. 计算机相关专业本科及以上学历，有良好的数据结构、算法基础，熟悉Linux基本操作2. 熟悉C++，了解Shell, Python, Java等常用编程语言，有良好的代码习惯3. 对分布式计算框架（hadoop、spark等等）有较深了解4. 有热情了解和尝试新算法、架构，较强的学习能力5. 良好的逻辑思维能力，能清晰的梳理机器学习技术应用于实际问题的思路6. 较强的沟通能力，能够逻辑清晰地进行自我表达，团队合作意识强，与人沟通积极主动
加分项（至少满足一项）1. 对机器学习算法有较深的了解2. 熟悉常见分布式机器学习框架（mlllib、tensorflow、mxnet等等）的底层设计3. 有基于分布式软硬件的底层性能优化经验4. 有基于分布式计算框架开发经验和大规模数据处理经验5. 全面了解机器学习应用于实际问题的完整流程，有相关实际项目经验

",机器学习系统工程师,35k-45k,500-2000人,B轮,3-5年
132,,五险一金、年底双薪、项目分红、年度体检等,厦门,家乡互动（厦门）网络科技有限公司,硕士,"移动互联网,游戏",[],"['年底双薪', '带薪年假', '定期体检', '专项奖金']","
职位描述：

任职要求：
1、硕士以上学历，数学或相关专业；
2、具备3年以上机器学习工作经验，有实际项目经历；
3、熟悉经典的算法原理并有实践经验，包括LR、RF、GBDT、Deep Learning等；
4、熟悉机器学习框架sklearn、xgboost、Tensorflow、keras、Caffe等，熟悉机器学习建模流程；
5、具有熟练阅读英文文献的能力，能够跟踪了解学术界和工业界的最新研究成果；
6、熟练掌握Python语言；
7、对NLP相关领域知识有了解，有相关项目经验；
8、对机器学习深度学习有浓厚的兴趣，自主学习能力强。

",机器学习算法工程师,25k-50k,150-500人,不需要融资,3-5年
133,,"机器学习,团队年轻,大数据,气氛活泼",广州,广州筷子信息科技有限公司,本科,"数据服务,广告营销",[],"['年底双薪', '股票期权', '带薪年假', '资源好']","
职位描述：

1、根据公司商业算法需求，参与广告个性化推荐，效果预估、搜索算法，广告优化、广告智能生成等算法设计、研发与优化；
2、有机会接触到人工智能技术方向，学习和优化各种深度学习模型。

岗位要求：
1. 计算机、自动化、数学及相关专业，本科及以上学历， 2年以上相关工作经验；
2．精通Python语言，熟悉 Linux/Shell等应用场景；
3. 精通机器学习算法，有1年以上实际算法工程经验，至少完整做过一个机器学习项目；有推荐系统、广告CTR预估、搜索引擎相关经验者优先；
4. 熟悉深度学习框架，如Keras、Caffe、Tensorflow等，有过深度学习调参经验者优先；
5. 人工智能、机器学习，深度学习相关专业硕士优先。

岗位晋升：
算法工程师——算法组长——算法经理——后端团队负责人

筷子的员工：
公司整体产品技术导向，研发团队占了50%。还来自各行业大boss（阿里、网易、宝洁、联合利华、欧莱雅、雀巢、联想、UC、AdMaster、唯品会）跟你一起拼。开放互动的学习氛围，与你共同快速成长。
 
筷子的福利：完备的保障体系——五险一金，保驾护航。完善的培养制度——专业课程+内部讲师+拓展体验……学习机会多多，年轻的你不容错过！完全的成长通道——薪酬宽带体系，内部提升机制，科学的晋升发展通道，诸多的锻炼机会，是金子，你就可以发出夺目的光彩！完美的度假节奏——带薪年假、病假，法定婚假、产假......休息和事业发展两不误下午茶零食趴、节假日大礼包、周年豪奖、生日惊喜……还有更贴心的吗？

我们不耍流氓，更期望这样的你加入：
积极向上，乐于学习，勇于创新的你；
有所担当，懂得责任，充满自驱力的你；
善于沟通，重视协作，善于分享的你；
想提升自己，不甘于平凡，筷子就是你的平台。

",机器学习算法工程师,15k-30k,50-150人,B轮,1-3年
134,"['西北旺', '上地', '马连洼']",五险一金、节日礼金、餐补、年终奖、期权,北京,北京网思科平科技有限公司,本科,"信息安全,数据服务","['信息安全', '移动互联网', '机器学习', '人工智能', '算法']","['带薪年假', '岗位晋升', '五险一金', '绩效奖金']","
职位描述：

职位描述：
1.安全业务，挖掘安全事件风险，实现安全事件自动化分析，快速解决问题，同时根据业务形态做好数据架构；
2.利用数据与算法优化业务流程和进行决策优化，降低业务风险和提升用户体验； 
3.利用多种数据源进行深挖组合分析、数据挖掘及推动模型完善，提前做到风险预警防控；
4.基于业务的理解和算法的应用，构建高质量的特征，建立完善的特征体系，具备从海量数据自动风险挖掘的能力。

职位要求:
1.3年以上相关经验，统计、数学、信息技术、信息安全、计算机相关专业。
2.熟悉AI工具，包括TensorFlow, Keras, Caffe, Pytorch
3,有过深度学习算法在安全方面的应用,有过无监督学习算法相关应用的。如kmeans, dbscan等；
4.扎实的编程基础，精通至少一门编程语言和熟悉SQL查询语法。熟练Python、R优先，具有Java开发经验更佳；
5.对业务有较好的理解能力和敏锐度，善于发现新的机会点；
6.有良好的数据敏感度，对数据有持久的热情和兴趣。

",机器学习算法工程师,16k-30k,50-150人,C轮,3-5年
135,"['清河', '上地']","技术,平台",北京,北京小米科技有限责任公司,本科,移动互联网,[],"['快速成长', '免费班车', '扁平管理', '技能培训']","
职位描述：

岗位描述:
1、用机器学习/统计学习解决行为金融学建模问题 ；
2、研究大规模分布式机器学习算法和架构，支持未来业务发展。
任职资格:
1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；
2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法 ；
3、熟悉Spark、Hadoop等分布式计算技术，具有SAS、R、Python等统计分析技能优先；
4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；
5、具备良好的学习能力和沟通交流能力，能够迅速熟悉业务、融入团队。

",机器学习,25k-50k,2000人以上,D轮及以上,3-5年
136,"['望京', '来广营']","大牛导师,海量数据,飞速发展",北京,北京数美时代科技有限公司,不限,"企业服务,数据服务","['大数据', '征信', '算法', '数据挖掘']","['年底双薪', '大数据', '带薪年假', '通讯津贴']","
职位描述：

工作职责：
1、 运用数据挖掘和机器学习方法和技术，深入挖掘和分析海量商业数据
2、 不断完善和优化算法，以技术驱动公司业务成长，体现技术价值
3、 包括但不限于风控模型、征信系统、用户画像建模、文本分析和商业预测等


任职要求：
1、 计算机、电子、数学或者统计学相关专业硕士以上学历， （可应届生）
2、 精通一门或多门开发语言（C++、Python和Java等），熟练掌握常用数据结构和算法
3、 熟悉常用机器学习和数据挖掘算法，包括但不限于决策树、支持向量机、线性回归、逻辑斯谛回归以及神经网络等算法
4、 熟练掌握一种数据库，例如MySQL，精通SQL语言，并有实际应用和开发经验
5、 熟悉Spark等分布式机器学习框架，熟悉Hadoop/HBase/Hive等大数据处理平台
6、 优秀的沟通能力，有创新精神，乐于接受挑战，能承受工作

公司福利待遇：
有竞争力的薪酬
期权奖励
五险一金+商业保险
午餐+晚餐补助
交通+通讯+电脑补贴
结婚+生育+丧葬+住院礼金
伯乐奖金
年假8天起+带薪病假
年度体检、零食畅享、团队建设、生日会、弹性办公
 
数美领先的大数据技术、产品与服务提供商
我们正在经历一个IT到DT的变革时代。大数据已经渗透到各个环节，各个角落。
这个世界，就是掩藏在表象之下，被数据所揭示的世界！
数美依托积累的海量数据、科技前沿技术， 极致的工匠精神和对数据的深度理解，提供领先的大数据产品与服务。 
我们正在寻找不平凡的你，和我们一起“发现数据之美”
欢迎投递简历

【关于数美】www.ishumei.com
数美（全称北京数美时代科技有限公司）成立于2015年6月，是一家专业的大数据科技公司。数美依托先进的核心AI技术和海量的数据基础，致力于解决多场景欺诈问题，为客户提供专业、可信赖的服务。团队均来自百度、阿里、腾讯、360、小米等顶尖互联网公司，在大数据、人工智能、机器学习、金融风控等领域有着丰富的实践经验。目前，业务已覆盖金融、支付、直播、社交、电商、O2O等为代表的多个行业领域，其中包括中信银行、用钱宝、人人贷、51信用卡、360、小米、58同城、爱奇艺、熊猫直播、花椒、唱吧等知名企业，截止到2017年6月，服务客户突破1000家。作为大数据反欺诈专业品牌，数美将持续挖掘数据价值，为金融机构、互联网企业提供智能、创新的一站式反欺诈综合解决方案

…………………………………………………………………………
了解更多
数美公司介绍
https://www.ishumei.com/aboutUs/introduction.html 
数美团队介绍
https://www.ishumei.com/aboutUs/team.html 
数美产品介绍 
https://www.ishumei.com/product/creditFengkong.html 
数美解决方案介绍 
https://www.ishumei.com/solution/finance.html

",机器学习（校招／实习）,4k-8k,150-500人,B轮,应届毕业生
137,,"大公司,大平台,机会多,空间大",北京,互动峰科技（北京）有限公司,本科,医疗健康,[],"['五险一金', '带薪年假', '绩效奖金', '专项奖金']","
职位描述：

工作职责：1. 用机器学习、文本挖掘等技术，对结构化和非结构化数据进行挖掘，发现其潜在关系，指导医疗大数据应用落地；2. 构建通用的分布式环境下机器学习系统，快速支持算法应用；3. 参与文本意图分析，包括文本分类和聚类，拼写纠错，实体识别与消歧，中心词提取，短文本理解等；4. 探索医疗AI领域。工作要求：1. 计算机/通信等相关专业，硕士及以上学历，有较好的理论基础和快速的学习能力；2. 熟练掌握TensorFlow，pyTorch，Caffe，HTS等社区开源工具中的一种及以上；3. 对常用的机器学习/深度学习算法有深入理解，例如：LR/GMM/SVM/CRF/MaxEnt/HMM/NN 等；4. 熟悉 linux 开发环境，掌握至少一门编程语言，如 C++、Python等；5. 有NLP或图像领域的工作或研究经验，搭建过实际线上系统者优先；6. 表达能力强，乐观向上，自我驱动力强，具备敏锐的洞察力和良好的抗压能力。

",机器学习,25k-50k,500-2000人,D轮及以上,不限
138,,"技术前沿,五险一金,双休,零食多",成都,北京网思科平科技有限公司,本科,"信息安全,数据服务","['大数据', '深度学习', '建模']","['带薪年假', '岗位晋升', '五险一金', '绩效奖金']","
职位描述：

职位描述：
1.安全业务，挖掘安全事件风险，实现安全事件自动化分析，快速解决问题，同时根据业务形态做好数据架构；2.利用数据与算法优化业务流程和进行决策优化，降低业务风险和提升用户体验； 3.利用多种数据源进行深挖组合分析、数据挖掘及推动模型完善，提前做到风险预警防控；4.基于业务的理解和算法的应用，构建高质量的特征，建立完善的特征体系，具备从海量数据自动风险挖掘的能力。职位要求:1.统计、数学、信息技术、信息安全、计算机相关专业。2.有分布式数据处理框架（Hadoop/Hive/HBase/Spark/Storm）的使用经验优先；3.掌握数据挖掘与机器学习算法，对算法原理、实现、优化有较深入了解；熟悉以下任一算法领域均可：- 熟悉数据挖掘算法，如分类、聚类等NLP相关算法，有深度学习背景的优先；- 用户行为模型，熟练掌握各种行为特征处理、特征选择和建模的方法；4.扎实的编程基础，精通至少一门编程语言和熟悉SQL查询语法。熟练Python、R优先，具有Java开发经验更佳；5.对业务有较好的理解能力和敏锐度，善于发现新的机会点；6.有良好的数据敏感度，对数据有持久的热情和兴趣。

",机器学习算法工程师,15k-26k,50-150人,C轮,1-3年
139,"['西兴', '长河']",六险一金 供早餐 午餐补 房补,杭州,杭州绿湾网络科技有限公司,硕士,"企业服务,数据服务",[],"['期权激励', '住房补贴', '全额公积金', '年底双薪']","
职位描述：

岗位职责
1.负责机器学习平台的分布式系统搭建、核心算法的开发 2.对系统性能进行优化，易用性进行改进 3.负责和前端，运维团队协作定制交互接口、设计运维方案 4.探索业界前沿机器学习技术，设计并实现到机器学习平台中 5.利用机器学习技术解决业务问题，指定包括公安，金融等垂直行业的解决方案。
任职要求
1.本科或以上学历，计算机专业相关 2.了解操作系统原理，熟悉多线程编程，网络编程，对软件系统优化有相关经验 3.熟练掌握C++/Python/Go至少一种语言，能对所写代码有敬畏之心 4.熟悉分布式系统相关技术，如MapReduce/Spark/HDFS/MPI/Kubernetes 5.熟悉常用机器学习算法理论及应用，如LR/GBDT/LDA/Kmeans/DNN，有分布式机器学习算法开发经验者优先
6.如Tensorflow，Petuum，MXNet，PaddlePaddle 7.有机器学习业务应用领域经验者优先

",机器学习算法工程师,30k-60k,150-500人,B轮,3-5年
140,,互联网百强,武汉,广州多益网络股份有限公司,不限,"移动互联网,游戏",[],"['扁平化管理', '现象级产品']","
职位描述：

【工作地点】武汉
【薪资待遇】面议
【学历要求】本科及以上
【工作职责】
1、负责机器学习、深度学习和强化学习等人工智能研究；
2、应用数据挖掘，机器学习等，为项目提供推荐算法、反作弊、聊天机器人等技术支持。 
【职位要求】
1、本科及以上学历，计算机相关专业；
2、具备扎实的算法基础和优秀的编码能力；
3、具备严谨的逻辑思维能力，优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
4、良好的团队合作精神，较强的沟通能力；
5、主动性强，有很强的自我驱动力。
优势条件：
1、有机器学习相关实践经验者；
2、有推荐/搜索/广告算法工作经验者；
3、有较强的数学和统计基础者；
4、有数据分析和数据挖掘工作经验者；
5、有反作弊相关工作经验者。 

该职位只接受招聘官网投递简历，请您进入我司官网招聘地址（http://hr.duoyi.com/）选择对应职位进行投递，我们将认真查看您的简历并作回复，感谢您对多益的关注！
(1)根据投递岗位（机器学习算法工程师）及工作地点，点击进入详细页面；
(2)点击“投递岗位”、“注册帐号”并填写邮箱和电话号码后点击“确认注册”；
(3)将简历信息填写完整，点击“保存并提交”即可。

",机器学习算法工程师,10k-20k,500-2000人,不需要融资,不限
141,,人才引进房,厦门,瑞幸咖啡（中国）有限公司,不限,"移动互联网,O2O",[],"['带薪年假', '午餐补助', '领导好', '扁平管理']","
职位描述：

职位描述：
1. 利用机器学习、运筹学等理论与技术，对产品的各个环节进行优化，从而实现智能推荐、智能供应链、智能调度、智能配送；
2. 通过各类算法，对人员、订单、供应链的各个流程进行智能规划与智能调度；

职位要求：
1. 全日制本科及以上学历，计算机相关专业；
2. 熟练掌握分类、聚类、回归、降维、深度学习等机器学习算法和技术，能够根据实际问题选择合适的模型和算法并进行调优；
3. 熟悉常用的数据挖掘算法和方法，并能够根据实际情况建模并解决实际问题，具备对用户行为等数据的分析能力；
4. 有较强的工程开发能力，熟悉各类大数据计算框架（如Hadoop、Spark、Storm、Flink等），能够实现支撑百万级用户的各类机器学习算法；
5. 掌握python、matlab等脚本语言，熟悉各类数据挖掘工具，能够快速建立模型并进行验证；
6. 对数据敏感，善于发现数据中的潜在规律，善于分析问题，有很强的逻辑思维能力和推理能力；
7. 具备优秀的沟通协调能力和团队合作精神，有高度的责任感，有上进心和主动性，有owner意识；
8. 在机器学习领域的顶级会议（如NIPS、IJCAI、ACL、SIGIR、SIGKDD、WWW、CVPR、ICCV、ICML，或期刊）以发表过论文者优先；

",机器学习算法工程师,20k-40k,2000人以上,B轮,不限
142,['望京'],弹性工作制，扁平化管理，上升空间大,北京,轻客智能科技（江苏）有限公司,本科,"数据服务,硬件",[],"['节日礼物', '股票期权', '带薪年假', '岗位晋升']","
职位描述：

具有以下技术点优先：
（机器视觉，模式识别）
职位职责：
1.负责三维系统的设计和研发，包括但不限于：三维重建，场景重建，三维测量，slam，点云处理等方向
2.负责算法技术的落地和前沿算法理论的扩展。
（1）在以下至少一个领域有深入研究：三维重建，slam，点云处理，image-based rendering,structure-from-motino,stereo vision,bundle adjustment,multi-view gemetry,全景图拼接
（2）良好的编程能力c/c++，熟悉Kinect等深度传感器者优先
（3）计算机，统计，数学相关专业硕士及以上学历。有图像算法应用到工业界实际产品中的成功经历优先
（4）有激情，责任心，团队合作，沟通能力佳

",机器学习算法工程师,18k-27k,50-150人,A轮,3-5年
